Unnamed: 0,image,classes,path
1287,image/1287.jpeg,door_scratch,data/image/1287.jpeg
1458,image/1458.jpeg,glass_shatter,data/image/1458.jpeg
1308,image/1308.jpeg,bumper_scratch,data/image/1308.jpeg
773,image/773.jpeg,head_lamp,data/image/773.jpeg
1347,image/1347.jpeg,door_dent,data/image/1347.jpeg
1345,image/1345.jpeg,glass_shatter,data/image/1345.jpeg
989,image/989.jpeg,glass_shatter,data/image/989.jpeg
208,image/208.jpeg,tail_lamp,data/image/208.jpeg
1028,image/1028.jpeg,tail_lamp,data/image/1028.jpeg
809,image/809.jpeg,door_scratch,data/image/809.jpeg
166,image/166.jpeg,door_dent,data/image/166.jpeg
436,image/436.jpeg,bumper_scratch,data/image/436.jpeg
457,image/457.jpeg,head_lamp,data/image/457.jpeg
1439,image/1439.jpeg,door_dent,data/image/1439.jpeg
879,image/879.jpeg,door_scratch,data/image/879.jpeg
707,image/707.jpeg,tail_lamp,data/image/707.jpeg
373,image/373.jpeg,glass_shatter,data/image/373.jpeg
1310,image/1310.jpeg,bumper_scratch,data/image/1310.jpeg
1224,image/1224.jpeg,glass_shatter,data/image/1224.jpeg
729,image/729.jpeg,door_scratch,data/image/729.jpeg
424,image/424.jpeg,tail_lamp,data/image/424.jpeg
1430,image/1430.jpeg,tail_lamp,data/image/1430.jpeg
200,image/200.jpeg,door_dent,data/image/200.jpeg
683,image/683.jpeg,glass_shatter,data/image/683.jpeg
1099,image/1099.jpeg,door_dent,data/image/1099.jpeg
159,image/159.jpeg,bumper_dent,data/image/159.jpeg
303,image/303.jpeg,door_dent,data/image/303.jpeg
847,image/847.jpeg,head_lamp,data/image/847.jpeg
874,image/874.jpeg,bumper_dent,data/image/874.jpeg
1323,image/1323.jpeg,door_scratch,data/image/1323.jpeg
900,image/900.jpeg,door_dent,data/image/900.jpeg
579,image/579.jpeg,head_lamp,data/image/579.jpeg
192,image/192.jpeg,door_dent,data/image/192.jpeg
574,image/574.jpeg,door_dent,data/image/574.jpeg
340,image/340.jpeg,bumper_scratch,data/image/340.jpeg
1095,image/1095.jpeg,door_scratch,data/image/1095.jpeg
801,image/801.jpeg,tail_lamp,data/image/801.jpeg
100,image/100.jpeg,door_dent,data/image/100.jpeg
607,image/607.jpeg,bumper_scratch,data/image/607.jpeg
1011,image/1011.jpeg,door_scratch,data/image/1011.jpeg
105,image/105.jpeg,door_scratch,data/image/105.jpeg
1079,image/1079.jpeg,bumper_dent,data/image/1079.jpeg
588,image/588.jpeg,door_dent,data/image/588.jpeg
1341,image/1341.jpeg,door_scratch,data/image/1341.jpeg
570,image/570.jpeg,head_lamp,data/image/570.jpeg
691,image/691.jpeg,tail_lamp,data/image/691.jpeg
1119,image/1119.jpeg,door_scratch,data/image/1119.jpeg
1365,image/1365.jpeg,bumper_dent,data/image/1365.jpeg
1260,image/1260.jpeg,head_lamp,data/image/1260.jpeg
1235,image/1235.jpeg,bumper_scratch,data/image/1235.jpeg
1364,image/1364.jpeg,bumper_dent,data/image/1364.jpeg
473,image/473.jpeg,tail_lamp,data/image/473.jpeg
592,image/592.jpeg,door_scratch,data/image/592.jpeg
148,image/148.jpeg,tail_lamp,data/image/148.jpeg
217,image/217.jpeg,door_dent,data/image/217.jpeg
1146,image/1146.jpeg,bumper_dent,data/image/1146.jpeg
1504,image/1504.jpeg,tail_lamp,data/image/1504.jpeg
1472,image/1472.jpeg,head_lamp,data/image/1472.jpeg
659,image/659.jpeg,door_dent,data/image/659.jpeg
968,image/968.jpeg,tail_lamp,data/image/968.jpeg
572,image/572.jpeg,door_scratch,data/image/572.jpeg
965,image/965.jpeg,door_dent,data/image/965.jpeg
1351,image/1351.jpeg,glass_shatter,data/image/1351.jpeg
840,image/840.jpeg,tail_lamp,data/image/840.jpeg
1402,image/1402.jpeg,door_dent,data/image/1402.jpeg
518,image/518.jpeg,tail_lamp,data/image/518.jpeg
221,image/221.jpeg,head_lamp,data/image/221.jpeg
609,image/609.jpeg,door_dent,data/image/609.jpeg
1203,image/1203.jpeg,door_dent,data/image/1203.jpeg
1362,image/1362.jpeg,glass_shatter,data/image/1362.jpeg
643,image/643.jpeg,door_dent,data/image/643.jpeg
1249,image/1249.jpeg,head_lamp,data/image/1249.jpeg
285,image/285.jpeg,tail_lamp,data/image/285.jpeg
181,image/181.jpeg,door_scratch,data/image/181.jpeg
868,image/868.jpeg,door_scratch,data/image/868.jpeg
212,image/212.jpeg,head_lamp,data/image/212.jpeg
1490,image/1490.jpeg,glass_shatter,data/image/1490.jpeg
598,image/598.jpeg,bumper_dent,data/image/598.jpeg
887,image/887.jpeg,head_lamp,data/image/887.jpeg
1320,image/1320.jpeg,bumper_dent,data/image/1320.jpeg
914,image/914.jpeg,bumper_dent,data/image/914.jpeg
1122,image/1122.jpeg,door_dent,data/image/1122.jpeg
1463,image/1463.jpeg,head_lamp,data/image/1463.jpeg
735,image/735.jpeg,door_scratch,data/image/735.jpeg
1171,image/1171.jpeg,bumper_dent,data/image/1171.jpeg
183,image/183.jpeg,bumper_dent,data/image/183.jpeg
434,image/434.jpeg,head_lamp,data/image/434.jpeg
1172,image/1172.jpeg,glass_shatter,data/image/1172.jpeg
26,image/26.jpeg,glass_shatter,data/image/26.jpeg
1227,image/1227.jpeg,door_scratch,data/image/1227.jpeg
1017,image/1017.jpeg,bumper_dent,data/image/1017.jpeg
1366,image/1366.jpeg,bumper_scratch,data/image/1366.jpeg
507,image/507.jpeg,glass_shatter,data/image/507.jpeg
46,image/46.jpeg,bumper_dent,data/image/46.jpeg
903,image/903.jpeg,tail_lamp,data/image/903.jpeg
728,image/728.jpeg,bumper_scratch,data/image/728.jpeg
1180,image/1180.jpeg,door_scratch,data/image/1180.jpeg
1325,image/1325.jpeg,glass_shatter,data/image/1325.jpeg
1039,image/1039.jpeg,tail_lamp,data/image/1039.jpeg
439,image/439.jpeg,bumper_scratch,data/image/439.jpeg
1010,image/1010.jpeg,glass_shatter,data/image/1010.jpeg
1007,image/1007.jpeg,glass_shatter,data/image/1007.jpeg
1085,image/1085.jpeg,tail_lamp,data/image/1085.jpeg
911,image/911.jpeg,glass_shatter,data/image/911.jpeg
253,image/253.jpeg,glass_shatter,data/image/253.jpeg
1196,image/1196.jpeg,tail_lamp,data/image/1196.jpeg
164,image/164.jpeg,bumper_dent,data/image/164.jpeg
334,image/334.jpeg,door_dent,data/image/334.jpeg
1134,image/1134.jpeg,bumper_scratch,data/image/1134.jpeg
595,image/595.jpeg,door_scratch,data/image/595.jpeg
453,image/453.jpeg,tail_lamp,data/image/453.jpeg
41,image/41.jpeg,bumper_dent,data/image/41.jpeg
378,image/378.jpeg,glass_shatter,data/image/378.jpeg
891,image/891.jpeg,door_scratch,data/image/891.jpeg
314,image/314.jpeg,head_lamp,data/image/314.jpeg
1493,image/1493.jpeg,head_lamp,data/image/1493.jpeg
385,image/385.jpeg,glass_shatter,data/image/385.jpeg
761,image/761.jpeg,glass_shatter,data/image/761.jpeg
1413,image/1413.jpeg,door_scratch,data/image/1413.jpeg
151,image/151.jpeg,door_dent,data/image/151.jpeg
376,image/376.jpeg,head_lamp,data/image/376.jpeg
390,image/390.jpeg,door_scratch,data/image/390.jpeg
863,image/863.jpeg,head_lamp,data/image/863.jpeg
223,image/223.jpeg,bumper_scratch,data/image/223.jpeg
156,image/156.jpeg,glass_shatter,data/image/156.jpeg
1401,image/1401.jpeg,door_scratch,data/image/1401.jpeg
1453,image/1453.jpeg,door_dent,data/image/1453.jpeg
811,image/811.jpeg,door_dent,data/image/811.jpeg
550,image/550.jpeg,door_dent,data/image/550.jpeg
485,image/485.jpeg,glass_shatter,data/image/485.jpeg
93,image/93.jpeg,door_dent,data/image/93.jpeg
488,image/488.jpeg,head_lamp,data/image/488.jpeg
1343,image/1343.jpeg,door_dent,data/image/1343.jpeg
1469,image/1469.jpeg,head_lamp,data/image/1469.jpeg
651,image/651.jpeg,tail_lamp,data/image/651.jpeg
1450,image/1450.jpeg,door_scratch,data/image/1450.jpeg
388,image/388.jpeg,head_lamp,data/image/388.jpeg
733,image/733.jpeg,door_dent,data/image/733.jpeg
354,image/354.jpeg,door_dent,data/image/354.jpeg
668,image/668.jpeg,head_lamp,data/image/668.jpeg
1020,image/1020.jpeg,bumper_dent,data/image/1020.jpeg
92,image/92.jpeg,bumper_dent,data/image/92.jpeg
1392,image/1392.jpeg,bumper_scratch,data/image/1392.jpeg
1103,image/1103.jpeg,door_dent,data/image/1103.jpeg
470,image/470.jpeg,tail_lamp,data/image/470.jpeg
564,image/564.jpeg,tail_lamp,data/image/564.jpeg
194,image/194.jpeg,door_dent,data/image/194.jpeg
1158,image/1158.jpeg,head_lamp,data/image/1158.jpeg
481,image/481.jpeg,tail_lamp,data/image/481.jpeg
323,image/323.jpeg,door_dent,data/image/323.jpeg
1009,image/1009.jpeg,head_lamp,data/image/1009.jpeg
124,image/124.jpeg,door_scratch,data/image/124.jpeg
884,image/884.jpeg,bumper_dent,data/image/884.jpeg
1179,image/1179.jpeg,head_lamp,data/image/1179.jpeg
995,image/995.jpeg,glass_shatter,data/image/995.jpeg
916,image/916.jpeg,bumper_dent,data/image/916.jpeg
320,image/320.jpeg,door_dent,data/image/320.jpeg
1113,image/1113.jpeg,tail_lamp,data/image/1113.jpeg
143,image/143.jpeg,head_lamp,data/image/143.jpeg
1135,image/1135.jpeg,bumper_dent,data/image/1135.jpeg
815,image/815.jpeg,bumper_dent,data/image/815.jpeg
870,image/870.jpeg,tail_lamp,data/image/870.jpeg
32,image/32.jpeg,door_scratch,data/image/32.jpeg
776,image/776.jpeg,bumper_scratch,data/image/776.jpeg
1306,image/1306.jpeg,head_lamp,data/image/1306.jpeg
850,image/850.jpeg,door_scratch,data/image/850.jpeg
510,image/510.jpeg,door_scratch,data/image/510.jpeg
969,image/969.jpeg,bumper_scratch,data/image/969.jpeg
934,image/934.jpeg,bumper_scratch,data/image/934.jpeg
1370,image/1370.jpeg,head_lamp,data/image/1370.jpeg
141,image/141.jpeg,glass_shatter,data/image/141.jpeg
1275,image/1275.jpeg,tail_lamp,data/image/1275.jpeg
794,image/794.jpeg,door_dent,data/image/794.jpeg
1386,image/1386.jpeg,door_dent,data/image/1386.jpeg
122,image/122.jpeg,door_dent,data/image/122.jpeg
933,image/933.jpeg,door_dent,data/image/933.jpeg
115,image/115.jpeg,door_scratch,data/image/115.jpeg
407,image/407.jpeg,door_dent,data/image/407.jpeg
576,image/576.jpeg,bumper_dent,data/image/576.jpeg
1358,image/1358.jpeg,bumper_dent,data/image/1358.jpeg
1162,image/1162.jpeg,bumper_dent,data/image/1162.jpeg
861,image/861.jpeg,door_scratch,data/image/861.jpeg
1229,image/1229.jpeg,bumper_scratch,data/image/1229.jpeg
1245,image/1245.jpeg,door_dent,data/image/1245.jpeg
1372,image/1372.jpeg,glass_shatter,data/image/1372.jpeg
477,image/477.jpeg,head_lamp,data/image/477.jpeg
454,image/454.jpeg,glass_shatter,data/image/454.jpeg
581,image/581.jpeg,bumper_dent,data/image/581.jpeg
1329,image/1329.jpeg,door_scratch,data/image/1329.jpeg
810,image/810.jpeg,glass_shatter,data/image/810.jpeg
321,image/321.jpeg,head_lamp,data/image/321.jpeg
1209,image/1209.jpeg,bumper_dent,data/image/1209.jpeg
218,image/218.jpeg,door_scratch,data/image/218.jpeg
68,image/68.jpeg,glass_shatter,data/image/68.jpeg
1424,image/1424.jpeg,bumper_dent,data/image/1424.jpeg
1381,image/1381.jpeg,door_dent,data/image/1381.jpeg
195,image/195.jpeg,glass_shatter,data/image/195.jpeg
239,image/239.jpeg,door_dent,data/image/239.jpeg
509,image/509.jpeg,door_scratch,data/image/509.jpeg
1022,image/1022.jpeg,head_lamp,data/image/1022.jpeg
497,image/497.jpeg,bumper_dent,data/image/497.jpeg
816,image/816.jpeg,bumper_scratch,data/image/816.jpeg
828,image/828.jpeg,door_dent,data/image/828.jpeg
201,image/201.jpeg,door_dent,data/image/201.jpeg
117,image/117.jpeg,head_lamp,data/image/117.jpeg
302,image/302.jpeg,door_dent,data/image/302.jpeg
276,image/276.jpeg,door_scratch,data/image/276.jpeg
1332,image/1332.jpeg,bumper_dent,data/image/1332.jpeg
667,image/667.jpeg,bumper_dent,data/image/667.jpeg
1155,image/1155.jpeg,door_dent,data/image/1155.jpeg
18,image/18.jpeg,glass_shatter,data/image/18.jpeg
1120,image/1120.jpeg,bumper_dent,data/image/1120.jpeg
306,image/306.jpeg,bumper_scratch,data/image/306.jpeg
601,image/601.jpeg,door_dent,data/image/601.jpeg
561,image/561.jpeg,bumper_dent,data/image/561.jpeg
534,image/534.jpeg,door_dent,data/image/534.jpeg
769,image/769.jpeg,glass_shatter,data/image/769.jpeg
475,image/475.jpeg,door_dent,data/image/475.jpeg
1432,image/1432.jpeg,door_scratch,data/image/1432.jpeg
996,image/996.jpeg,bumper_dent,data/image/996.jpeg
725,image/725.jpeg,door_scratch,data/image/725.jpeg
860,image/860.jpeg,door_dent,data/image/860.jpeg
47,image/47.jpeg,glass_shatter,data/image/47.jpeg
1100,image/1100.jpeg,tail_lamp,data/image/1100.jpeg
580,image/580.jpeg,head_lamp,data/image/580.jpeg
1355,image/1355.jpeg,bumper_scratch,data/image/1355.jpeg
656,image/656.jpeg,head_lamp,data/image/656.jpeg
524,image/524.jpeg,glass_shatter,data/image/524.jpeg
1416,image/1416.jpeg,bumper_dent,data/image/1416.jpeg
648,image/648.jpeg,bumper_scratch,data/image/648.jpeg
1177,image/1177.jpeg,head_lamp,data/image/1177.jpeg
129,image/129.jpeg,tail_lamp,data/image/129.jpeg
736,image/736.jpeg,bumper_scratch,data/image/736.jpeg
1,image/1.jpeg,head_lamp,data/image/1.jpeg
770,image/770.jpeg,head_lamp,data/image/770.jpeg
1414,image/1414.jpeg,bumper_dent,data/image/1414.jpeg
902,image/902.jpeg,tail_lamp,data/image/902.jpeg
213,image/213.jpeg,door_dent,data/image/213.jpeg
50,image/50.jpeg,door_dent,data/image/50.jpeg
654,image/654.jpeg,bumper_dent,data/image/654.jpeg
437,image/437.jpeg,door_scratch,data/image/437.jpeg
1419,image/1419.jpeg,door_dent,data/image/1419.jpeg
673,image/673.jpeg,door_scratch,data/image/673.jpeg
480,image/480.jpeg,door_dent,data/image/480.jpeg
1427,image/1427.jpeg,tail_lamp,data/image/1427.jpeg
1502,image/1502.jpeg,tail_lamp,data/image/1502.jpeg
1475,image/1475.jpeg,bumper_dent,data/image/1475.jpeg
512,image/512.jpeg,tail_lamp,data/image/512.jpeg
1316,image/1316.jpeg,head_lamp,data/image/1316.jpeg
78,image/78.jpeg,door_dent,data/image/78.jpeg
678,image/678.jpeg,glass_shatter,data/image/678.jpeg
108,image/108.jpeg,glass_shatter,data/image/108.jpeg
767,image/767.jpeg,bumper_dent,data/image/767.jpeg
173,image/173.jpeg,door_scratch,data/image/173.jpeg
1225,image/1225.jpeg,door_dent,data/image/1225.jpeg
1242,image/1242.jpeg,door_scratch,data/image/1242.jpeg
136,image/136.jpeg,door_dent,data/image/136.jpeg
441,image/441.jpeg,door_scratch,data/image/441.jpeg
920,image/920.jpeg,bumper_scratch,data/image/920.jpeg
98,image/98.jpeg,door_scratch,data/image/98.jpeg
49,image/49.jpeg,bumper_dent,data/image/49.jpeg
435,image/435.jpeg,glass_shatter,data/image/435.jpeg
1220,image/1220.jpeg,door_dent,data/image/1220.jpeg
611,image/611.jpeg,door_scratch,data/image/611.jpeg
469,image/469.jpeg,tail_lamp,data/image/469.jpeg
184,image/184.jpeg,tail_lamp,data/image/184.jpeg
396,image/396.jpeg,door_dent,data/image/396.jpeg
657,image/657.jpeg,door_dent,data/image/657.jpeg
1336,image/1336.jpeg,bumper_scratch,data/image/1336.jpeg
23,image/23.jpeg,tail_lamp,data/image/23.jpeg
622,image/622.jpeg,tail_lamp,data/image/622.jpeg
792,image/792.jpeg,door_dent,data/image/792.jpeg
1380,image/1380.jpeg,tail_lamp,data/image/1380.jpeg
121,image/121.jpeg,tail_lamp,data/image/121.jpeg
305,image/305.jpeg,glass_shatter,data/image/305.jpeg
1389,image/1389.jpeg,bumper_dent,data/image/1389.jpeg
103,image/103.jpeg,bumper_dent,data/image/103.jpeg
1377,image/1377.jpeg,head_lamp,data/image/1377.jpeg
758,image/758.jpeg,bumper_scratch,data/image/758.jpeg
219,image/219.jpeg,door_scratch,data/image/219.jpeg
6,image/6.jpeg,glass_shatter,data/image/6.jpeg
641,image/641.jpeg,door_scratch,data/image/641.jpeg
1511,image/1511.jpeg,glass_shatter,data/image/1511.jpeg
897,image/897.jpeg,door_dent,data/image/897.jpeg
346,image/346.jpeg,bumper_dent,data/image/346.jpeg
1174,image/1174.jpeg,tail_lamp,data/image/1174.jpeg
1276,image/1276.jpeg,door_dent,data/image/1276.jpeg
577,image/577.jpeg,glass_shatter,data/image/577.jpeg
899,image/899.jpeg,tail_lamp,data/image/899.jpeg
1019,image/1019.jpeg,tail_lamp,data/image/1019.jpeg
1436,image/1436.jpeg,door_dent,data/image/1436.jpeg
163,image/163.jpeg,head_lamp,data/image/163.jpeg
22,image/22.jpeg,door_dent,data/image/22.jpeg
786,image/786.jpeg,door_dent,data/image/786.jpeg
1305,image/1305.jpeg,door_scratch,data/image/1305.jpeg
921,image/921.jpeg,glass_shatter,data/image/921.jpeg
1222,image/1222.jpeg,door_scratch,data/image/1222.jpeg
1485,image/1485.jpeg,door_dent,data/image/1485.jpeg
67,image/67.jpeg,glass_shatter,data/image/67.jpeg
329,image/329.jpeg,door_scratch,data/image/329.jpeg
16,image/16.jpeg,head_lamp,data/image/16.jpeg
24,image/24.jpeg,door_dent,data/image/24.jpeg
1070,image/1070.jpeg,glass_shatter,data/image/1070.jpeg
311,image/311.jpeg,door_scratch,data/image/311.jpeg
1055,image/1055.jpeg,bumper_dent,data/image/1055.jpeg
429,image/429.jpeg,door_scratch,data/image/429.jpeg
779,image/779.jpeg,glass_shatter,data/image/779.jpeg
308,image/308.jpeg,bumper_dent,data/image/308.jpeg
829,image/829.jpeg,door_scratch,data/image/829.jpeg
890,image/890.jpeg,door_dent,data/image/890.jpeg
993,image/993.jpeg,head_lamp,data/image/993.jpeg
421,image/421.jpeg,door_dent,data/image/421.jpeg
800,image/800.jpeg,head_lamp,data/image/800.jpeg
147,image/147.jpeg,door_scratch,data/image/147.jpeg
1241,image/1241.jpeg,door_dent,data/image/1241.jpeg
277,image/277.jpeg,door_dent,data/image/277.jpeg
1335,image/1335.jpeg,door_scratch,data/image/1335.jpeg
905,image/905.jpeg,tail_lamp,data/image/905.jpeg
420,image/420.jpeg,door_dent,data/image/420.jpeg
